,text_id,term_id,text,term,polarity,polarity_pred,token_weights
316,120,316,My bass was even worse - smothered in some kind of tomato sauce that just did not go with fish and the spinach that accompanied the dish was extremely dry and flavorless.,dish,negative,negative,"my : -0.0024860046636431283, bass : 0.06781151034181683, was : 0.6756384514067241, even : 0.37380635437741094, worse : 0.7248823233282632, smothered : 0.4430471869351638, in : 0.17410305733559264, some : 0.15993661200334705, kind : -0.4671458275447249, of : -0.6721133239838706, tomato : 0.34886616983355206, sauce : 0.093990918074225, that : 0.09505491397152648, just : 0.16895411391100815, did : -0.15129735086835575, not : 2.476956248275856, go : 0.29784435476143384, with : -1.066377583521574, fish : -0.04793656995072898, and : -1.4714550858778395, the : 0.1599567509788442, spinach : -0.13424755381915335, that : 0.09505491397152648, accompanied : 0.05910730202827332, the : 0.1599567509788442, dish : 0.18573771936485062, was : 0.6756384514067241, extremely : -0.025701525205518345, dry : 1.5140621324082284, and : -1.4714550858778395, flavorless : 0.30529086990828075"
317,121,317,"Once at the table our waitress managed on two occasions to take 15 minutes bringing drinks to our table, our plates sat uncleared on the table for just as long.",waitress,negative,negative,"once : 0.41336876434952563, at : 0.38667932060354876, the : 0.1599567509788442, table : -0.0694763892292324, our : 0.05402355815250684, waitress : -0.5058871333312062, managed : 0.3103150915108495, on : -0.13037870958757733, two : -0.104722483668734, occasions : -0.24808372239533433, to : 0.06489666268372277, take : -0.15271785291269138, 15 : -0.07571091893546268, minutes : 0.5152283794026853, bringing : 0.07023261520308649, drinks : 0.24304548432262396, to : 0.06489666268372277, our : 0.05402355815250684, table : -0.0694763892292324, our : 0.05402355815250684, plates : -0.48681756222360173, sat : -0.589176231750547, on : -0.13037870958757733, the : 0.1599567509788442, table : -0.0694763892292324, for : -0.3734769200685542, just : 0.16895411391100815, as : -0.17235257237303314, long : 0.9767165220084835"
318,121,318,"Once at the table our waitress managed on two occasions to take 15 minutes bringing drinks to our table, our plates sat uncleared on the table for just as long.",drinks,neutral,neutral,"once : 0.41336876434952563, at : 0.38667932060354876, the : 0.1599567509788442, table : -0.0694763892292324, our : 0.05402355815250684, waitress : -0.5058871333312062, managed : 0.3103150915108495, on : -0.13037870958757733, two : -0.104722483668734, occasions : -0.24808372239533433, to : 0.06489666268372277, take : -0.15271785291269138, 15 : -0.07571091893546268, minutes : 0.5152283794026853, bringing : 0.07023261520308649, drinks : 0.24304548432262396, to : 0.06489666268372277, our : 0.05402355815250684, table : -0.0694763892292324, our : 0.05402355815250684, plates : -0.48681756222360173, sat : -0.589176231750547, on : -0.13037870958757733, the : 0.1599567509788442, table : -0.0694763892292324, for : -0.3734769200685542, just : 0.16895411391100815, as : -0.17235257237303314, long : 0.9767165220084835"
319,121,319,"Once at the table our waitress managed on two occasions to take 15 minutes bringing drinks to our table, our plates sat uncleared on the table for just as long.",plates,neutral,neutral,"once : 0.41336876434952563, at : 0.38667932060354876, the : 0.1599567509788442, table : -0.0694763892292324, our : 0.05402355815250684, waitress : -0.5058871333312062, managed : 0.3103150915108495, on : -0.13037870958757733, two : -0.104722483668734, occasions : -0.24808372239533433, to : 0.06489666268372277, take : -0.15271785291269138, 15 : -0.07571091893546268, minutes : 0.5152283794026853, bringing : 0.07023261520308649, drinks : 0.24304548432262396, to : 0.06489666268372277, our : 0.05402355815250684, table : -0.0694763892292324, our : 0.05402355815250684, plates : -0.48681756222360173, sat : -0.589176231750547, on : -0.13037870958757733, the : 0.1599567509788442, table : -0.0694763892292324, for : -0.3734769200685542, just : 0.16895411391100815, as : -0.17235257237303314, long : 0.9767165220084835"
320,122,320,"Miyagi is my sushi restaurant of choice in the Village; it's never insanely crowded, the service is very sweet (I've never experienced any of the nastiness described in prior reviews), and the tabs are small.",service,positive,negative,"is : 0.7334324566786014, my : -0.0024860046636431283, sushi : 0.03777015939758429, restaurant : 0.2618742615691801, of : -0.6721133239838706, choice : 0.05216832236248405, in : 0.17410305733559264, the : 0.1599567509788442, village : 0.17995120632286998, it : 0.25400665821968343, never : 1.170183354302736, insanely : 0.2610389559266079, crowded : 0.4684569241250417, the : 0.1599567509788442, service : -0.6849207360502474, is : 0.7334324566786014, very : -0.43624707566788434, sweet : -0.5337147479016026, ve : -0.4831981291949797, never : 1.170183354302736, experienced : 0.06299880672565968, any : 0.7722198245035135, of : -0.6721133239838706, the : 0.1599567509788442, described : 0.26316176597857743, in : 0.17410305733559264, prior : -0.21646688340235995, reviews : -0.3373532605941559, and : -1.4714550858778395, the : 0.1599567509788442, are : 0.016287442706454363, small : 1.65890039137535"
321,122,321,"Miyagi is my sushi restaurant of choice in the Village; it's never insanely crowded, the service is very sweet (I've never experienced any of the nastiness described in prior reviews), and the tabs are small.",tabs,negative,neutral,"is : 0.7334324566786014, my : -0.0024860046636431283, sushi : 0.03777015939758429, restaurant : 0.2618742615691801, of : -0.6721133239838706, choice : 0.05216832236248405, in : 0.17410305733559264, the : 0.1599567509788442, village : 0.17995120632286998, it : 0.25400665821968343, never : 1.170183354302736, insanely : 0.2610389559266079, crowded : 0.4684569241250417, the : 0.1599567509788442, service : -0.6849207360502474, is : 0.7334324566786014, very : -0.43624707566788434, sweet : -0.5337147479016026, ve : -0.4831981291949797, never : 1.170183354302736, experienced : 0.06299880672565968, any : 0.7722198245035135, of : -0.6721133239838706, the : 0.1599567509788442, described : 0.26316176597857743, in : 0.17410305733559264, prior : -0.21646688340235995, reviews : -0.3373532605941559, and : -1.4714550858778395, the : 0.1599567509788442, are : 0.016287442706454363, small : 1.65890039137535"
322,123,322,I couple of weeks ago we went to Supper in the east village and it was so bad that we got up and left and the only way to save the evening of horrible food was to go to Blue Ribbon Bakery and have at least one thing off the menu.,food,negative,positive,"couple : 0.015565294262978402, of : -0.6721133239838706, weeks : -0.22281682932955468, ago : 0.4184197669608518, we : -0.3054258736797305, went : -0.05699534443181463, to : 0.06489666268372277, in : 0.17410305733559264, the : 0.1599567509788442, east : -0.021425287265459274, village : 0.17995120632286998, and : -1.4714550858778395, it : 0.25400665821968343, was : 0.6756384514067241, so : 0.19039592179678827, bad : 0.4327697196778746, that : 0.09505491397152648, we : -0.3054258736797305, got : 0.5241633336006611, up : 0.3657616299706305, and : -1.4714550858778395, left : 0.5363649796943715, and : -1.4714550858778395, the : 0.1599567509788442, only : 0.4431976218264309, way : 0.3545206254874982, to : 0.06489666268372277, save : -0.0918525898423377, the : 0.1599567509788442, evening : -0.2109681706466713, of : -0.6721133239838706, horrible : 0.9035312560227442, food : 0.7708413724540557, was : 0.6756384514067241, to : 0.06489666268372277, go : 0.29784435476143384, to : 0.06489666268372277, blue : -0.5642212340035605, ribbon : -0.21879739044884947, bakery : -0.09402227867946221, and : -1.4714550858778395, have : -0.27437593717006287, at : 0.38667932060354876, least : -0.08127011634550764, one : 0.23332637109315876, thing : 0.061337248747931415, off : -0.25571862530760775, the : 0.1599567509788442, menu : -0.8412156567032758"
323,123,323,I couple of weeks ago we went to Supper in the east village and it was so bad that we got up and left and the only way to save the evening of horrible food was to go to Blue Ribbon Bakery and have at least one thing off the menu.,Bakery,neutral,neutral,"couple : 0.015565294262978402, of : -0.6721133239838706, weeks : -0.22281682932955468, ago : 0.4184197669608518, we : -0.3054258736797305, went : -0.05699534443181463, to : 0.06489666268372277, in : 0.17410305733559264, the : 0.1599567509788442, east : -0.021425287265459274, village : 0.17995120632286998, and : -1.4714550858778395, it : 0.25400665821968343, was : 0.6756384514067241, so : 0.19039592179678827, bad : 0.4327697196778746, that : 0.09505491397152648, we : -0.3054258736797305, got : 0.5241633336006611, up : 0.3657616299706305, and : -1.4714550858778395, left : 0.5363649796943715, and : -1.4714550858778395, the : 0.1599567509788442, only : 0.4431976218264309, way : 0.3545206254874982, to : 0.06489666268372277, save : -0.0918525898423377, the : 0.1599567509788442, evening : -0.2109681706466713, of : -0.6721133239838706, horrible : 0.9035312560227442, food : 0.7708413724540557, was : 0.6756384514067241, to : 0.06489666268372277, go : 0.29784435476143384, to : 0.06489666268372277, blue : -0.5642212340035605, ribbon : -0.21879739044884947, bakery : -0.09402227867946221, and : -1.4714550858778395, have : -0.27437593717006287, at : 0.38667932060354876, least : -0.08127011634550764, one : 0.23332637109315876, thing : 0.061337248747931415, off : -0.25571862530760775, the : 0.1599567509788442, menu : -0.8412156567032758"
324,123,324,I couple of weeks ago we went to Supper in the east village and it was so bad that we got up and left and the only way to save the evening of horrible food was to go to Blue Ribbon Bakery and have at least one thing off the menu.,menu,neutral,neutral,"couple : 0.015565294262978402, of : -0.6721133239838706, weeks : -0.22281682932955468, ago : 0.4184197669608518, we : -0.3054258736797305, went : -0.05699534443181463, to : 0.06489666268372277, in : 0.17410305733559264, the : 0.1599567509788442, east : -0.021425287265459274, village : 0.17995120632286998, and : -1.4714550858778395, it : 0.25400665821968343, was : 0.6756384514067241, so : 0.19039592179678827, bad : 0.4327697196778746, that : 0.09505491397152648, we : -0.3054258736797305, got : 0.5241633336006611, up : 0.3657616299706305, and : -1.4714550858778395, left : 0.5363649796943715, and : -1.4714550858778395, the : 0.1599567509788442, only : 0.4431976218264309, way : 0.3545206254874982, to : 0.06489666268372277, save : -0.0918525898423377, the : 0.1599567509788442, evening : -0.2109681706466713, of : -0.6721133239838706, horrible : 0.9035312560227442, food : 0.7708413724540557, was : 0.6756384514067241, to : 0.06489666268372277, go : 0.29784435476143384, to : 0.06489666268372277, blue : -0.5642212340035605, ribbon : -0.21879739044884947, bakery : -0.09402227867946221, and : -1.4714550858778395, have : -0.27437593717006287, at : 0.38667932060354876, least : -0.08127011634550764, one : 0.23332637109315876, thing : 0.061337248747931415, off : -0.25571862530760775, the : 0.1599567509788442, menu : -0.8412156567032758"
325,124,325,Been here a few times and food has always been good but service really suffers when it gets crowded.,food,positive,positive,"been : 0.35360906037604023, here : -0.034916051763656614, few : 0.10086171155124833, times : 0.511465566202967, and : -1.4714550858778395, food : 0.7708413724540557, has : -0.706831592595396, always : -0.36876519222790155, been : 0.35360906037604023, good : -0.9579341139312253, but : 2.041756649529249, service : -0.6849207360502474, really : 0.3064502671213568, when : 0.7736131650522035, it : 0.25400665821968343, gets : 0.6328137566332478, crowded : 0.4684569241250417"
326,124,326,Been here a few times and food has always been good but service really suffers when it gets crowded.,service,negative,negative,"been : 0.35360906037604023, here : -0.034916051763656614, few : 0.10086171155124833, times : 0.511465566202967, and : -1.4714550858778395, food : 0.7708413724540557, has : -0.706831592595396, always : -0.36876519222790155, been : 0.35360906037604023, good : -0.9579341139312253, but : 2.041756649529249, service : -0.6849207360502474, really : 0.3064502671213568, when : 0.7736131650522035, it : 0.25400665821968343, gets : 0.6328137566332478, crowded : 0.4684569241250417"
327,125,327,"I was surprised by the small ice cream dessert from the restaurant to the birthday girl free of charge, but if they're going to give a nice service the one ice cream scoop on a stick didn't leave a strong enough impression.",ice cream dessert,positive,neutral,"was : 0.6756384514067241, surprised : -0.10280441016486609, by : -0.38154381418577143, the : 0.1599567509788442, small : 1.65890039137535, ice : -0.4998306600951552, cream : -0.12930417399686137, dessert : -0.08335533494893728, from : -0.5657247889759164, the : 0.1599567509788442, restaurant : 0.2618742615691801, to : 0.06489666268372277, the : 0.1599567509788442, birthday : -0.5752831221708429, girl : -0.4819816126276325, free : -0.9125441598071947, of : -0.6721133239838706, charge : -0.20568292844909244, but : 2.041756649529249, if : -0.3074812693504518, they : 0.25283930947630323, re : 0.07366647579400837, going : -0.09989986059026847, to : 0.06489666268372277, give : 0.15101277984413203, nice : -0.7987665848164006, service : -0.6849207360502474, the : 0.1599567509788442, one : 0.23332637109315876, ice : -0.4998306600951552, cream : -0.12930417399686137, scoop : -0.02131413992410479, on : -0.13037870958757733, stick : -0.09606590973849344, didn : 1.1477547725200592, leave : 0.2749343735638045, strong : -0.17740924214499046, enough : -0.6908695078535654"
