text,aspect_terms
"From the outside this place looks cute, however, once inside loud as a disco!","{'from': [22, 71], 'to': [27, 76], 'polarity': ['positive', 'negative'], 'term': ['place', 'disco']}"
"And while a narrow wood counter and three stools provide desperation seating, most folks choose to take lunch and dinner to go.","{'from': [19, 69, 104, 114], 'to': [31, 76, 109, 120], 'polarity': ['negative', 'negative', 'neutral', 'neutral'], 'term': ['wood counter', 'seating', 'lunch', 'dinner']}"
"The waiter was pretty anxious to get us in-and-out, although there were ample tables and my friend and I opted to sit at the bar.","{'from': [4, 78, 125], 'to': [10, 84, 128], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['waiter', 'tables', 'bar']}"
This is the perfect spot to meet up with friends and have a drink at the bar or stay a while and enjoy the scene and savor the food.,"{'from': [20, 60, 73, 107, 127], 'to': [24, 65, 76, 112, 131], 'polarity': ['positive', 'neutral', 'neutral', 'positive', 'positive'], 'term': ['spot', 'drink', 'bar', 'scene', 'food']}"
"Although the portions seemed a little diminutive at first, they turned out to be the perfect size once the dinner was over.","{'from': [13, 107], 'to': [21, 113], 'polarity': ['negative', 'neutral'], 'term': ['portions', 'dinner']}"
Once we were seated our water order was taken promptly but they never came back with a menu.,"{'from': [24, 87], 'to': [35, 91], 'polarity': ['positive', 'negative'], 'term': ['water order', 'menu']}"
You must eat the cheese fondue (I usually have a special one - my favorite was made with carmelized onions) with medium rare beef tips!!,"{'from': [17, 100, 125], 'to': [30, 106, 134], 'polarity': ['neutral', 'positive', 'positive'], 'term': ['cheese fondue', 'onions', 'beef tips']}"
"We went at 1 am, we got food, fast service and Excellent drinks.","{'from': [24, 35], 'to': [28, 42], 'polarity': ['neutral', 'positive'], 'term': ['food', 'service']}"
"I've since been back for a regular dining night out, it was packed and I should have made a reservation (the wait was a little long).","{'from': [35, 92, 109], 'to': [41, 103, 113], 'polarity': ['neutral', 'neutral', 'negative'], 'term': ['dining', 'reservation', 'wait']}"
"they made a good mojito, but the first bite of food, our appetizer, black pepper crab dumplings were so bad that they rendered my palate useless, seriously, and we had to cut our dinner short and wash our mouths out with soap.","{'from': [57, 68, 179], 'to': [66, 95, 185], 'polarity': ['negative', 'negative', 'neutral'], 'term': ['appetizer', 'black pepper crab dumplings', 'dinner']}"
"When we sat, our dinner was delivered promplty (Like FAST) and we had plenty of time to make The Goat, which by the way I also recommend highly (Great Show!","{'from': [17, 97], 'to': [23, 101], 'polarity': ['positive', 'neutral'], 'term': ['dinner', 'Goat']}"
"So, if you don't care about speedy service, go; but if you aren't in the habit of lighting your cigarette with twenties, avoid the tapas.","{'from': [35, 131], 'to': [42, 136], 'polarity': ['positive', 'negative'], 'term': ['service', 'tapas']}"
"Service is not particularly warm, but I've gone back again and again (for dinner) over the years on an almost monthly basis.","{'from': [0, 74], 'to': [7, 80], 'polarity': ['negative', 'neutral'], 'term': ['Service', 'dinner']}"
The food is not large and I could have had a few slices of pizza after I left.,"{'from': [4, 49], 'to': [8, 55], 'polarity': ['negative', 'neutral'], 'term': ['food', 'slices']}"
"As for the food, apart from the Chef's Omakase, the appetizers and rolls are just below mediocre for the price they charged.","{'from': [11, 32, 52, 105], 'to': [15, 36, 62, 110], 'polarity': ['neutral', 'neutral', 'negative', 'negative'], 'term': ['food', 'Chef', 'appetizers', 'price']}"
He was not accommodating at all and the handful of dishes I sampled that night failed to compare to anything you would find elsewhere in the city for less than half the price.,"{'from': [51, 169], 'to': [57, 174], 'polarity': ['neutral', 'positive'], 'term': ['dishes', 'price']}"
"sort of crouched in a chair, leaning over a table, while someone did that obnoxious karate chop sort of thing on her back for way too long.","{'from': [22, 44, 91], 'to': [27, 49, 95], 'polarity': ['neutral', 'neutral', 'negative'], 'term': ['chair', 'table', 'chop']}"
"I called ahead and was told that there would be no problem seating a party of two at 5:30, arrived at 5:30, was told there would be a 5 to 10 minute wait.","{'from': [59, 149], 'to': [66, 153], 'polarity': ['neutral', 'negative'], 'term': ['seating', 'wait']}"
"If you consider throwing food at your when they remember good service, then go for it.","{'from': [25, 62], 'to': [29, 69], 'polarity': ['neutral', 'positive'], 'term': ['food', 'service']}"
There was no price on the menu and the waitress recommended it.,"{'from': [13, 26, 39], 'to': [18, 30, 47], 'polarity': ['neutral', 'neutral', 'positive'], 'term': ['price', 'menu', 'waitress']}"
"Appetizers were by far the best, entrees were subpar but desserts were sublime.","{'from': [0, 33], 'to': [10, 40], 'polarity': ['positive', 'negative'], 'term': ['Appetizers', 'entrees']}"
"I went into the buffet style ordering counter, got my plate and was surprised when I bit into a cold plate of chicken and sweet potato.","{'from': [101, 128], 'to': [117, 134], 'polarity': ['negative', 'positive'], 'term': ['plate of chicken', 'potato']}"
I usually order the specials but if not there are at least 5 great dishes that I would choose from any given night.,"{'from': [20, 67], 'to': [28, 73], 'polarity': ['neutral', 'positive'], 'term': ['specials', 'dishes']}"
"My friend and I did have to wait a few minutes for a table, but only because Amanda Hesser (the new NY Times food critic) showed up and, obviously, needed a copious level of attention from the greetings staff.","{'from': [53, 109, 203], 'to': [58, 113, 208], 'polarity': ['neutral', 'neutral', 'positive'], 'term': ['table', 'food', 'staff']}"
PLUS the best wine can be found in the bar but they refused to sell us a bottle!!,"{'from': [14, 39], 'to': [18, 42], 'polarity': ['positive', 'neutral'], 'term': ['wine', 'bar']}"
The waiter came back after I had finished my appetizer to correct himself and let me know that it wasn't vegetarian (chicken stock) after all.,"{'from': [4, 45], 'to': [10, 54], 'polarity': ['negative', 'neutral'], 'term': ['waiter', 'appetizer']}"
The food was great but the music was loud and hip-hop and the wait was ridiculous and the prices were out of this world.,"{'from': [4, 62], 'to': [8, 66], 'polarity': ['positive', 'negative'], 'term': ['food', 'wait']}"
"For appetizers, I'd recommend the crab napolean or the monkfish mousse.","{'from': [4, 55], 'to': [14, 70], 'polarity': ['neutral', 'positive'], 'term': ['appetizers', 'monkfish mousse']}"
"Anyway the food was really good, the portions are not big however very filling and exceptionally good.","{'from': [11, 37], 'to': [15, 45], 'polarity': ['positive', 'negative'], 'term': ['food', 'portions']}"
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,"{'from': [24, 40], 'to': [31, 48], 'polarity': ['neutral', 'negative'], 'term': ['dessert', 'waitress']}"
"from drinks at the bar, to our perfect round table!","{'from': [19, 39], 'to': [22, 50], 'polarity': ['neutral', 'positive'], 'term': ['bar', 'round table']}"
"Do not go to this restaurant unless you like paying high prices for small protions, ordering a drink that arrives 20 minutes later, or ordering a meal only to get the side dish 5 minutes after you're done.","{'from': [57, 95], 'to': [63, 100], 'polarity': ['negative', 'neutral'], 'term': ['prices', 'drink']}"
The waitstaff told us that they had already run out of one of the entrees (before 8 p.,"{'from': [4, 66], 'to': [13, 73], 'polarity': ['negative', 'neutral'], 'term': ['waitstaff', 'entrees']}"
We waited for 1 hour each time the waitress came over to our table.,"{'from': [35, 61], 'to': [43, 66], 'polarity': ['negative', 'neutral'], 'term': ['waitress', 'table']}"
You can't go wrong with any of the mojitos and the food is very tasty and presented beautifully.,"{'from': [35, 51], 'to': [42, 55], 'polarity': ['neutral', 'positive'], 'term': ['mojitos', 'food']}"
"Our booth style seats would've been more romantic if our waitress, though nice, was less intrusive, and the loud music from its bar didn't filter thru so much.","{'from': [4, 57, 128], 'to': [21, 65, 131], 'polarity': ['positive', 'negative', 'neutral'], 'term': ['booth style seats', 'waitress', 'bar']}"
The food was then rushed unappealing never once were we asked if we'd like a a second bottle of water let alone a second drink.,"{'from': [4, 121], 'to': [8, 126], 'polarity': ['negative', 'neutral'], 'term': ['food', 'drink']}"
They pray to their Food Gods to make them into a good pizza like VT's.,"{'from': [19, 54], 'to': [23, 59], 'polarity': ['neutral', 'positive'], 'term': ['Food', 'pizza']}"
"Heck even if they had awful service and atmosphere I would still come to this place for their dumplings, luckly that is not the case.","{'from': [28, 40, 94], 'to': [35, 50, 103], 'polarity': ['negative', 'negative', 'positive'], 'term': ['service', 'atmosphere', 'dumplings']}"
The chef will not alter any of the three tasting menus.,"{'from': [4, 49], 'to': [8, 54], 'polarity': ['negative', 'positive'], 'term': ['chef', 'menus']}"
"I went with two friends and had the smores bar - two yummy chocolate chip cookies with marshmallows and chocolate melted between, and they serve it piping hot!","{'from': [43, 59, 87], 'to': [46, 81, 99], 'polarity': ['neutral', 'positive', 'neutral'], 'term': ['bar', 'chocolate chip cookies', 'marshmallows']}"
"The crowd was non-existent on the Wednesday we went, which had the advantage of no wait for our table (even though we called an hour early and they said they only have a reservation for 9:00 pm).","{'from': [4, 83, 170], 'to': [9, 87, 181], 'polarity': ['positive', 'positive', 'neutral'], 'term': ['crowd', 'wait', 'reservation']}"
the trendy atmosphere and high price fooled me into thinking that somehow the food would be innovative.,"{'from': [11, 31], 'to': [21, 36], 'polarity': ['positive', 'negative'], 'term': ['atmosphere', 'price']}"
"Maybe go there for the view, but don't bother eating there, go to the bar.","{'from': [23, 70], 'to': [27, 73], 'polarity': ['positive', 'neutral'], 'term': ['view', 'bar']}"
"Every time I eat there I feel as if the chef and waitstaff have cooked, prepared and served a meal as if I am the only customer/guest.","{'from': [49, 94], 'to': [58, 98], 'polarity': ['positive', 'neutral'], 'term': ['waitstaff', 'meal']}"
staff is still working out their kinks and learning about the menu but no real complaints.,"{'from': [0, 62], 'to': [5, 66], 'polarity': ['positive', 'neutral'], 'term': ['staff', 'menu']}"
"Excellent Steaks, the attitude of the Servers could be a little better but the food makes up for everything.","{'from': [10, 22, 38, 79], 'to': [16, 30, 45, 83], 'polarity': ['positive', 'negative', 'negative', 'positive'], 'term': ['Steaks', 'attitude', 'Servers', 'food']}"
"The service is sweet and attentive, the wine is delicious and the new wine bar around the corner has the most amazing selection, as well as cheeses and tapas.","{'from': [4, 66, 118, 140, 152], 'to': [11, 78, 127, 147, 157], 'polarity': ['positive', 'neutral', 'positive', 'positive', 'positive'], 'term': ['service', 'new wine bar', 'selection', 'cheeses', 'tapas']}"
Apparently the same hostess was also trying to kick out a group of women having drinks at a table and giving them a hard time for holding up a table.,"{'from': [20, 80], 'to': [27, 86], 'polarity': ['negative', 'neutral'], 'term': ['hostess', 'drinks']}"
As appetizers we enjoyed the Drunken Goat Cheese Salad and Lobster Empanadas.,"{'from': [3, 29, 59], 'to': [13, 54, 76], 'polarity': ['neutral', 'positive', 'positive'], 'term': ['appetizers', 'Drunken Goat Cheese Salad', 'Lobster Empanadas']}"
I ordered pasta in a pomodoro sauce and it tasted like it came out of a can.,"{'from': [10, 19], 'to': [15, 35], 'polarity': ['negative', 'neutral'], 'term': ['pasta', 'a pomodoro sauce']}"
We placed a delivery order - 2 pastas and a caprese and they took and 1 1/2 to get here and the food was inedible when we received it.,"{'from': [12, 96], 'to': [20, 100], 'polarity': ['neutral', 'negative'], 'term': ['delivery', 'food']}"
The waiters were getting a wine class from a very loud manager and ignoring all the patrons - someone should have been giving them a class on serving instead.,"{'from': [4, 27, 55, 84], 'to': [11, 31, 62, 91], 'polarity': ['neutral', 'neutral', 'negative', 'negative'], 'term': ['waiters', 'wine', 'manager', 'patrons']}"
My dining partner ordered the turkey burger and declared this also to be the best one ever.,"{'from': [3, 30], 'to': [9, 43], 'polarity': ['neutral', 'positive'], 'term': ['dining', 'turkey burger']}"
